	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.371	Bacteroides uniformis:4716_4718	0.277955997	0.056680162	-0.115711405	0.22575692	0.890526727	Bacteroides uniformis:4716	411479.PRJNA18195	Genes_ unannotated
progression.388	Blautia obeum:459_460	0.27644019	-0.141758242	-0.305118767	0.029706606	0.890526727	Blautia obeum:459	411459.PRJNA18147	Genes_ ;putative transposase DNA-binding domain protein
progression.441	Blautia obeum:2076_2077	0.279923773	0.064835165	-0.105647634	0.231615461	0.890526727	Blautia obeum:2076	411459.PRJNA18147	Genes_ bacterial group 2 Ig-like protein
progression.691	Blautia wexlerae:4402_4403	0.274311182	0.074719801	-0.07535951	0.221488923	0.890526727	Blautia wexlerae:4402	1121115.PRJNA195783	Genes_ NA
progression.729	Coprococcus comes:647_648	0.279864118	0.090979934	-0.069118402	0.246509644	0.890526727	Coprococcus comes:647	470146.PRJNA20525	"Genes_ ;transcriptional regulator, PadR family"
progression.984	Ruminococcus sp. SR1/5:3382_3383	0.278118886	0.161764706	0.008473184	0.30762786	0.890526727	Ruminococcus sp. SR1/5:3382	657323.PRJNA39149	Genes_ ;Domain of unknown function (DUF1998).
progression.366	Bacteroides uniformis:4282_4306	0.282313895	0.057354926	-0.110167435	0.221708567	0.893361086	Bacteroides uniformis:4282	411479.PRJNA18195	"Genes_ alpha amylase, catalytic domain protein;;putative alpha-1,2-mannosidase;SusD family protein;TonB-linked outer membrane protein, SusC/RagA family;ribokinase;sugar transport protein;glycosyl hydrolase family 38 N-terminal domain protein;response regulator receiver domain protein;CoA binding domain protein"
progression.968	Ruminococcus sp. SR1/5:2788_2791	0.282357649	0.022058824	-0.135104759	0.178139663	0.893361086	Ruminococcus sp. SR1/5:2788	657323.PRJNA39149	Genes_ methionine adenosyltransferase;Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)
progression.391	Blautia obeum:474_475	0.284954126	0.071428571	-0.073441972	0.21334694	0.899119558	Blautia obeum:474	411459.PRJNA18147	Genes_ nucleotide sugar dehydrogenase
progression.114	[Eubacterium] rectale:2457_2458	0.291530691	-0.073232323	-0.221904434	0.078767461	0.90332753	[Eubacterium] rectale:2457	657318.PRJNA39159	Genes_ Sel1 repeat.
progression.246	Faecalibacterium prausnitzii:2190_2191	0.290890376	0.04992378	-0.107508622	0.20491377	0.90332753	Faecalibacterium prausnitzii:2190	748224.PRJNA46809	Genes_ unannotated
progression.325	Bacteroides uniformis:2461_2487;2487_2493	0.29174827	0.101889339	-0.069714871	0.267636681	0.90332753	Bacteroides uniformis:2461	411479.PRJNA18195	"Genes_ BNR/Asp-box repeat protein;Cna protein B-type domain protein;glycosyl hydrolase family 76;TonB-linked outer membrane protein, SusC/RagA family;SusD family protein;putative alpha-1,2-mannosidase;glycosyl hydrolase, family 43;tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
progression.364	Bacteroides uniformis:4149_4167;4170_4176	0.289845471	0.125506073	-0.047992337	0.291652952	0.90332753	Bacteroides uniformis:4149	411479.PRJNA18195	"Genes_ Ser/Thr phosphatase family protein;phospholipase/carboxylesterase;arylsulfatase;F5/8 type C domain protein;glycosyl hydrolase family 3 N-terminal domain protein;endonuclease/exonuclease/phosphatase family protein;SusD family protein;TonB-linked outer membrane protein, SusC/RagA family;glycosyl hydrolase family 2, sugar binding domain protein"
progression.401	Blautia obeum:1127_1129	0.289884817	0.084615385	-0.077880298	0.24273163	0.90332753	Blautia obeum:1127	411459.PRJNA18147	Genes_ unannotated
progression.900	Ruminococcus sp. SR1/5:287_288	0.28923396	-0.143014706	-0.29986594	0.021365269	0.90332753	Ruminococcus sp. SR1/5:287	657323.PRJNA39149	"Genes_ ABC-type multidrug transport system, ATPase and permease components;"
progression.1124	Bifidobacterium adolescentis:795_797;797_799	0.291308937	0.069444444	-0.072712176	0.208835593	0.90332753	Bifidobacterium adolescentis:795	1680.PRJNA240293	"Genes_ putative transcriptional regulator;abi-like protein;DNA polymerase III, epsilon chain"
progression.46	[Eubacterium] rectale:688_692;694_697	0.326730044	0.031565657	-0.117739781	0.179475527	0.913804486	[Eubacterium] rectale:688	657318.PRJNA39159	"Genes_ Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase.;Response regulator of the LytR/AlgR family;ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain"
progression.64	[Eubacterium] rectale:1093_1095	0.311405081	0.050505051	-0.08478931	0.183970791	0.913804486	[Eubacterium] rectale:1093	657318.PRJNA39159	Genes_ Cell division protein FtsI/penicillin-binding protein 2;Bacterial mobilisation protein (MobC).;
progression.74	[Eubacterium] rectale:1455_1456;1597_1598;1928_1930;2347_2348;2696_2698	0.332641117	0.097222222	-0.050028597	0.240336283	0.913804486	[Eubacterium] rectale:1455	657318.PRJNA39159	Genes_ Protein of unknown function (DUF1703)./Predicted AAA-ATPase.;Fe2+ transport system protein A;serine O-acetyltransferase;exonuclease RecJ;dihydrodipicolinate reductase
progression.79	[Eubacterium] rectale:1672_1673	0.299874837	0.047979798	-0.103471735	0.197256848	0.913804486	[Eubacterium] rectale:1672	657318.PRJNA39159	Genes_ 
progression.81	[Eubacterium] rectale:1677_1679	0.357503601	0.075757576	-0.059231859	0.208026114	0.913804486	[Eubacterium] rectale:1677	657318.PRJNA39159	Genes_ Beta-galactosidase/beta-glucuronidase
progression.130	[Eubacterium] rectale:2783_2785;2785_2790	0.321535185	-0.065656566	-0.210987249	0.082514022	0.913804486	[Eubacterium] rectale:2783	657318.PRJNA39159	"Genes_ Response regulator of the LytR/AlgR family;Predicted transcriptional regulators;Membrane protein putatively involved in post-translational modification of the autoinducing quorum-sensing peptide;ABC-type multidrug transport system, ATPase component"
progression.144	[Eubacterium] rectale:3319_3320	0.324797849	0.071969697	-0.075394169	0.216257081	0.913804486	[Eubacterium] rectale:3319	657318.PRJNA39159	Genes_ 
progression.154	Faecalibacterium prausnitzii:453_454	0.336289111	-0.10785061	-0.267817346	0.057902758	0.913804486	Faecalibacterium prausnitzii:453	748224.PRJNA46809	Genes_ unannotated
progression.180	Faecalibacterium prausnitzii:662_663	0.329284363	0.114710366	-0.050846379	0.274131225	0.913804486	Faecalibacterium prausnitzii:662	748224.PRJNA46809	Genes_ unannotated
progression.200	Faecalibacterium prausnitzii:1128_1129	0.302185754	0.056021341	-0.105545559	0.214706615	0.913804486	Faecalibacterium prausnitzii:1128	748224.PRJNA46809	Genes_ ;phosphoglucosamine mutase
progression.208	Faecalibacterium prausnitzii:1263_1264	0.3687439	-0.058307927	-0.200891498	0.086694905	0.913804486	Faecalibacterium prausnitzii:1263	748224.PRJNA46809	Genes_ relaxase/mobilization nuclease domain protein;
progression.224	Faecalibacterium prausnitzii:1413_1414	0.328507677	0.116234756	-0.046885364	0.273316679	0.913804486	Faecalibacterium prausnitzii:1413	748224.PRJNA46809	Genes_ Tat pathway signal sequence domain protein;
progression.225	Faecalibacterium prausnitzii:1429_1431;1431_1432;1434_1436;1436_1439;1439_1441	0.317474401	0.027057927	-0.110189115	0.163292381	0.913804486	Faecalibacterium prausnitzii:1429	748224.PRJNA46809	"Genes_ phage tail tape measure protein, TP901 family;bacteriophage Gp15 protein;tRNA-Trp"
progression.227	Faecalibacterium prausnitzii:1445_1448;1451_1453;1453_1455;1455_1456	0.367060651	0.008003049	-0.123694977	0.139424025	0.913804486	Faecalibacterium prausnitzii:1445	748224.PRJNA46809	"Genes_ phage terminase, large subunit, PBSX family;radical SAM domain protein;tRNA-Trp;siphovirus Gp157;single-strand binding family protein;Erf family protein"
progression.232	Faecalibacterium prausnitzii:1494_1495	0.328568688	0.108231707	-0.053464165	0.264396819	0.913804486	Faecalibacterium prausnitzii:1494	748224.PRJNA46809	Genes_ unannotated
progression.243	Faecalibacterium prausnitzii:2138_2139	0.327882797	-0.054115854	-0.215260255	0.109897496	0.913804486	Faecalibacterium prausnitzii:2138	748224.PRJNA46809	Genes_ unannotated
progression.251	Faecalibacterium prausnitzii:2401_2403	0.32040597	-0.099847561	-0.247165283	0.05198175	0.913804486	Faecalibacterium prausnitzii:2401	748224.PRJNA46809	Genes_ TraG/TraD family protein;
progression.264	Faecalibacterium prausnitzii:2902_2904	0.318980313	0.046112805	-0.096068378	0.186449862	0.913804486	Faecalibacterium prausnitzii:2902	748224.PRJNA46809	Genes_ ;leucine Rich Repeat protein
progression.273	Bacteroides uniformis:150_152	0.37175205	0.092442645	-0.060787584	0.241416078	0.913804486	Bacteroides uniformis:150	411479.PRJNA18195	"Genes_ ATP-binding cassette protein, ChvD family;;TonB-dependent receptor"
progression.279	Bacteroides uniformis:290_291;1850_1851;3842_3844;4461_4463;4463_4467	0.348660723	-0.066801619	-0.232979072	0.103166351	0.913804486	Bacteroides uniformis:290	411479.PRJNA18195	"Genes_ TonB-linked outer membrane protein, SusC/RagA family;SusD family protein"
progression.280	Bacteroides uniformis:387_389;389_395	0.358515653	-0.082995951	-0.245424982	0.083965912	0.913804486	Bacteroides uniformis:387	411479.PRJNA18195	Genes_ relaxase/mobilization nuclease domain protein
progression.289	Bacteroides uniformis:695_697;697_702	0.306149176	0.086369771	-0.076997972	0.245221028	0.913804486	Bacteroides uniformis:695	411479.PRJNA18195	"Genes_ SusD family protein;TonB-linked outer membrane protein, SusC/RagA family"
progression.295	Bacteroides uniformis:1187_1188	0.346605868	-0.029014845	-0.18332368	0.126689418	0.913804486	Bacteroides uniformis:1187	411479.PRJNA18195	Genes_ WbqC-like protein;
progression.300	Bacteroides uniformis:1394_1404;1406_1407	0.342010215	0.043184885	-0.119461909	0.203574356	0.913804486	Bacteroides uniformis:1394	411479.PRJNA18195	"Genes_ TonB-linked outer membrane protein, SusC/RagA family;SusD family protein;alpha amylase, catalytic domain protein"
progression.306	Bacteroides uniformis:1684_1688;3120_3121	0.300492983	0.082995951	-0.083965912	0.245424982	0.913804486	Bacteroides uniformis:1684	411479.PRJNA18195	Genes_ ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein
progression.331	Bacteroides uniformis:2564_2566	0.348054027	0.0317139	-0.048467244	0.111488923	0.913804486	Bacteroides uniformis:2564	411479.PRJNA18195	Genes_ ;DNA repair protein RadC
progression.337	Bacteroides uniformis:2761_2763	0.334566505	0.041160594	-0.107420511	0.187943298	0.913804486	Bacteroides uniformis:2761	411479.PRJNA18195	Genes_ helicase C-terminal domain protein
progression.379	Blautia obeum:272_275;275_277	0.296680554	0.042857143	-0.098728954	0.182742474	0.913804486	Blautia obeum:272	411459.PRJNA18147	Genes_ 23S rRNA (uracil-5-)-methyltransferase RumA;type I restriction enzyme HsdR protein N-terminal domain protein
progression.393	Blautia obeum:561_563	0.318739651	-0.089010989	-0.251947794	0.078833243	0.913804486	Blautia obeum:561	411459.PRJNA18147	"Genes_ ketose-bisphosphate aldolase;conserved domain protein;;oxidoreductase, aldo/keto reductase family protein"
progression.402	Blautia obeum:1129_1130	0.355088067	-0.075824176	-0.237227737	0.089653125	0.913804486	Blautia obeum:1129	411459.PRJNA18147	"Genes_ ;site-specific recombinase, phage integrase family"
progression.424	Blautia obeum:1441_1443;1443_1446;1446_1448	0.374590352	-0.045054945	-0.182237521	0.093848176	0.913804486	Blautia obeum:1441	411459.PRJNA18147	"Genes_ integrase core domain protein;serine-type D-Ala-D-Ala carboxypeptidase;efflux ABC transporter, permease protein;ABC transporter, ATP-binding protein;conserved domain protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;response regulator receiver domain protein;DNA binding domain, excisionase family;DNA-binding helix-turn-helix protein"
progression.427	Blautia obeum:1459_1460	0.366168894	0.005494505	-0.163601155	0.174276526	0.913804486	Blautia obeum:1459	411459.PRJNA18147	Genes_ unannotated
progression.462	Blautia obeum:2773_2776	0.313249111	-0.115384615	-0.279001594	0.054742665	0.913804486	Blautia obeum:2773	411459.PRJNA18147	"Genes_ ;sigma-70, region 4;site-specific recombinase, phage integrase family"
progression.466	Blautia obeum:2829_2853	0.352530813	-0.053846154	-0.220973805	0.116353724	0.913804486	Blautia obeum:2829	411459.PRJNA18147	"Genes_ reverse transcriptase (RNA-dependent DNA polymerase);;bacterial group 2 Ig-like protein;kinase domain protein;tetratricopeptide repeat protein;FHA domain protein;peptidase, A24 family;TadE-like protein;bacterial type II secretion system domain protein F;type II/IV secretion system protein;DNA-binding helix-turn-helix protein"
progression.476	Blautia obeum:3053_3055;3055_3057;3057_3059	0.344246078	0.092307692	-0.071163269	0.250949808	0.913804486	Blautia obeum:3053	411459.PRJNA18147	Genes_ DEAD/DEAH box helicase
progression.485	Blautia obeum:3135_3136	0.366078952	-0.057142857	-0.219052758	0.107829694	0.913804486	Blautia obeum:3135	411459.PRJNA18147	Genes_ unannotated
progression.496	Blautia obeum:3490_3491;3493_3495;3495_3497	0.330107461	0.041758242	-0.127057403	0.208222821	0.913804486	Blautia obeum:3490	411459.PRJNA18147	"Genes_ HAMP domain protein;carbohydrate ABC transporter, carbohydrate-binding protein;ABC transporter, permease protein;ABC transporter, ATP-binding protein"
progression.513	Blautia wexlerae:312_315;315_317;3205_3207;3273_3275;3275_3276	0.305211954	0.076241871	-0.063343765	0.212901757	0.913804486	Blautia wexlerae:312	1121115.PRJNA195783	Genes_ NA
progression.515	Blautia wexlerae:406_408;420_421	0.356118706	0.03805175	-0.092974999	0.167782997	0.913804486	Blautia wexlerae:406	1121115.PRJNA195783	Genes_ NA
progression.516	Blautia wexlerae:408_409;411_414	0.353317871	0.078317421	-0.072456906	0.225592167	0.913804486	Blautia wexlerae:408	1121115.PRJNA195783	Genes_ NA
progression.528	Blautia wexlerae:606_607	0.353191189	0.097689221	-0.054138321	0.245101809	0.913804486	Blautia wexlerae:606	1121115.PRJNA195783	Genes_ NA
progression.532	Blautia wexlerae:665_667;667_669	0.367209188	0.04026567	-0.075687558	0.155144434	0.913804486	Blautia wexlerae:665	1121115.PRJNA195783	Genes_ NA
progression.533	Blautia wexlerae:669_671	0.367845178	0.081223191	-0.067885926	0.226783107	0.913804486	Blautia wexlerae:669	1121115.PRJNA195783	Genes_ NA
progression.570	Blautia wexlerae:1496_1497	0.37562257	0.076795351	-0.075717211	0.225796917	0.913804486	Blautia wexlerae:1496	1121115.PRJNA195783	Genes_ NA
progression.593	Blautia wexlerae:2348_2349	0.364732151	0.061021171	-0.088418648	0.207774501	0.913804486	Blautia wexlerae:2348	1121115.PRJNA195783	Genes_ NA
progression.596	Blautia wexlerae:2565_2566	0.306968976	-0.04234122	-0.180057883	0.097003423	0.913804486	Blautia wexlerae:2565	1121115.PRJNA195783	Genes_ NA
progression.599	Blautia wexlerae:2611_2613	0.357739653	0.04275633	-0.093940998	0.177871359	0.913804486	Blautia wexlerae:2611	1121115.PRJNA195783	Genes_ NA
progression.600	Blautia wexlerae:2617_2619;2619_2620;4362_4377;4379_4380	0.35062212	0.091877681	-0.056689617	0.236464158	0.913804486	Blautia wexlerae:2617	1121115.PRJNA195783	Genes_ NA
progression.606	Blautia wexlerae:2646_2651;2651_2656;2656_2658;4341_4343	0.356703318	0.076241871	-0.063343765	0.212901757	0.913804486	Blautia wexlerae:2646	1121115.PRJNA195783	Genes_ NA
progression.612	Blautia wexlerae:2690_2691;2733_2735;4165_4166	0.349151723	0.03431576	-0.116074807	0.183168131	0.913804486	Blautia wexlerae:2690	1121115.PRJNA195783	Genes_ NA
progression.618	Blautia wexlerae:2775_2776	0.316029431	-0.082745261	-0.216949856	0.054529161	0.913804486	Blautia wexlerae:2775	1121115.PRJNA195783	Genes_ NA
progression.625	Blautia wexlerae:3048_3049	0.335387375	0.073889581	-0.077830409	0.222264584	0.913804486	Blautia wexlerae:3048	1121115.PRJNA195783	Genes_ NA
progression.635	Blautia wexlerae:3276_3278	0.326834899	-0.04137263	-0.18587563	0.104882127	0.913804486	Blautia wexlerae:3276	1121115.PRJNA195783	Genes_ NA
progression.678	Blautia wexlerae:4192_4194	0.359185084	0.059637471	-0.082442384	0.199341374	0.913804486	Blautia wexlerae:4192	1121115.PRJNA195783	Genes_ NA
progression.686	Blautia wexlerae:4389_4391	0.328094912	0.056593331	-0.095480104	0.206085339	0.913804486	Blautia wexlerae:4389	1121115.PRJNA195783	Genes_ NA
progression.688	Blautia wexlerae:4395_4396	0.34646767	-0.04870624	-0.198632811	0.103447781	0.913804486	Blautia wexlerae:4395	1121115.PRJNA195783	Genes_ NA
progression.718	Coprococcus comes:189_193;193_198	0.316263556	-0.128579778	-0.289338981	0.039233583	0.913804486	Coprococcus comes:189	470146.PRJNA20525	"Genes_ renal dipeptidase family protein;DNA-binding helix-turn-helix protein;aminotransferase, class I/II;D-stereospecific aminopeptidase;ABC transporter, substrate-binding protein, family 5;oligopeptide transport system permease protein OppB;ABC transporter, permease protein;ABC transporter, ATP-binding protein"
progression.746	Coprococcus comes:960_961	0.308515811	0.079680499	-0.076498543	0.232043179	0.913804486	Coprococcus comes:960	470146.PRJNA20525	Genes_ unannotated
progression.750	Coprococcus comes:1161_1163	0.354357469	-0.048314826	-0.168028106	0.072802804	0.913804486	Coprococcus comes:1161	470146.PRJNA20525	Genes_ ;dicarboxylate carrier MatC domain protein
progression.776	Coprococcus comes:2225_2235	0.320597455	-0.100136372	-0.262141947	0.067358673	0.913804486	Coprococcus comes:2225	470146.PRJNA20525	"Genes_ ;glycosyl hydrolase, family 31;glycosyl hydrolase family 3 N-terminal domain protein;sugar-binding domain protein;branched-chain amino acid ABC transporter, permease protein;ABC transporter, ATP-binding protein;transcriptional regulator, LacI family;dipeptidase domain protein"
